revision;file;nodeIdentifier1;nodeIdentifier2
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_46cbe3b_ae86c9f/rev_46cbe3b-ae86c9f.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Override	protected ServicoGenerico<PostoGraduacao> getServico() ;@Override	protected ServicoGenerico<PostoGraduacao> getServico() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_46cbe3b_ae86c9f/rev_46cbe3b-ae86c9f.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Override	protected Class<PostoGraduacao> getClasseEntidade() ;@Override	protected Class<PostoGraduacao> getClasseEntidade() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_46cbe3b_ae86c9f/rev_46cbe3b-ae86c9f.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\repositorio\PostoGraduacaoRepositorioJPA.java;@Override	protected Class<PostoGraduacao> getClasseEntidade() ;@Override	protected Class<PostoGraduacao> getClasseEntidade() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_b58ae04_3ec9ffc/rev_b58ae04-3ec9ffc.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\servico\requisicoes\RequisicaoAssociarNota.java;private Long idBoletim;private Long idBoletim
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_b58ae04_3ec9ffc/rev_b58ae04-3ec9ffc.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\servico\requisicoes\RequisicaoAssociarNota.java;private List<Long> idNotas;private List<Long> idNotas
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_b58ae04_3ec9ffc/rev_b58ae04-3ec9ffc.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\BoletimResource.java;@PUT	@Consumes(MediaType.APPLICATION_JSON)	@Produces(MediaType.APPLICATION_JSON)	@Path("/associarNota")	public Boletim associarNotas(RequisicaoAssociarNota requisicao);@PUT	@Consumes(MediaType.APPLICATION_JSON)	@Produces(MediaType.APPLICATION_JSON)	@Path("/associarNota")	public Boletim associarNotas(RequisicaoAssociarNota requisicao)
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\RecuperarPostoGraduacaoTest.java;private static final long serialVersionUID ;private static final long serialVersionUID 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\RecuperarPostoGraduacaoTest.java;@Test    public void testeListaNaoVaziaComBasePopulada() ;@Test    public void testeListaNaoVaziaComBasePopulada() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\RecuperarPostoGraduacaoTest.java;@Test    public void testeTamanhoLista() ;@Test    public void testeTamanhoLista() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\RecuperarPostoGraduacaoTest.java;public void popularBase(int qtd) ;public void popularBase(int qtd) 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\servico\PostoGraduacaoServico.java;@Inject	private PostoGraduacaoRepositorioJPA repositorio;@Inject	private PostoGraduacaoRepositorioJPA repositorio
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\servico\PostoGraduacaoServico.java;@Override	protected RepositorioJPAGenerico<PostoGraduacao> getRepositorioJPA() ;@Override	protected RepositorioJPAGenerico<PostoGraduacao> getRepositorioJPA() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\servico\PostoGraduacaoServico.java;@Override	protected Class<PostoGraduacao> getClasseEntidade() ;@Override	protected Class<PostoGraduacao> getClasseEntidade() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Path("/postoGraduacao")@Api(value ;@Path("/postoGraduacao")@Api(value 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Inject	@Getter	private PostoGraduacaoServico postoGraduacaoServico;@Inject	@Getter	private PostoGraduacaoServico postoGraduacaoServico
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Override	protected ServicoGenerico<PostoGraduacao> getServico() ;@Override	protected ServicoGenerico<PostoGraduacao> getServico() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\main\java\br\mil\eb\cds\sisbol\boletim\resources\PostoGraduacaoResource.java;@Override	protected Class<PostoGraduacao> getClasseEntidade() ;@Override	protected Class<PostoGraduacao> getClasseEntidade() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacao.java;@SuppressWarnings("serial")@Data@Entity@Table(name ;@SuppressWarnings("serial")@Data@Entity@Table(name 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacao.java;@JsonView(Views.Listagem.class)	@Id	@GeneratedValue(strategy ;@JsonView(Views.Listagem.class)	@Id	@GeneratedValue(strategy 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacao.java;@JsonView(Views.Listagem.class)	@NotBlank	@Column(name ;@JsonView(Views.Listagem.class)	@NotBlank	@Column(name 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacao.java;@Override	public Long getId() ;@Override	public Long getId() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\test\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacaoTest.java;private static final long ID_POSTO_GRADUACAO ;private static final long ID_POSTO_GRADUACAO 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\test\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacaoTest.java;private static final String NOME ;private static final String NOME 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\test\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacaoTest.java;public PostoGraduacao criarPostoGraduacao();public PostoGraduacao criarPostoGraduacao()
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\test\java\br\mil\eb\cds\sisbol\boletim\modelo\PostoGraduacaoTest.java;@Test	public void testaCriaPostoGraduacao();@Test	public void testaCriaPostoGraduacao()
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-core\src\main\java\br\mil\eb\cds\sisbol\boletim\repositorio\PostoGraduacaoRepositorioJPA.java;@Override	protected Class<PostoGraduacao> getClasseEntidade() ;@Override	protected Class<PostoGraduacao> getClasseEntidade() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\ExcluirPostoGraduacaoTest.java;private static final long serialVersionUID ;private static final long serialVersionUID 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\ExcluirPostoGraduacaoTest.java;@Test    public void testeExcluirEntidadeCadastrada() ;@Test    public void testeExcluirEntidadeCadastrada() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\ExcluirPostoGraduacaoTest.java;@Test    public void testeExcluiEntidadeNaoCadastrada()  ;@Test    public void testeExcluiEntidadeNaoCadastrada()  
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\CadastroPostoGraduacaoTest.java;private static final long serialVersionUID ;private static final long serialVersionUID 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\CadastroPostoGraduacaoTest.java;@Test    public void testarCadastro() ;@Test    public void testarCadastro() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_499ee18_943b99b/rev_499ee18-943b99b.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\postoGraduacao\CadastroPostoGraduacaoTest.java;@Test    public void testarCamposObrigatorios();@Test    public void testarCamposObrigatorios()
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoRunner.java;@RunWith(Cucumber.class)@CucumberOptions(        features ;@RunWith(Cucumber.class)@CucumberOptions(        features 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;Map<String, Object> json;Map<String, Object> json
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;Integer statusCode;Integer statusCode
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;@Before    public void before() ;@Before    public void before() 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;@Dado("^que eu precise criar um Tipo de Documento de nome \"([^\"]*)\"$")    public void que_eu_precise_criar_um_Tipo_de_Documento_de_nome(String nome) throws Throwable ;@Dado("^que eu precise criar um Tipo de Documento de nome \"([^\"]*)\"$")    public void que_eu_precise_criar_um_Tipo_de_Documento_de_nome(String nome) throws Throwable 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;@Quando("^eu requisitar que este Tipo de Documento seja criado$")    public void eu_requisitar_que_este_Tipo_de_Documento_seja_criado() throws Throwable ;@Quando("^eu requisitar que este Tipo de Documento seja criado$")    public void eu_requisitar_que_este_Tipo_de_Documento_seja_criado() throws Throwable 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;@Entao("^devo receber uma confirmação de \"([^\"]*)\" no cadastro$")    public void devo_receber_uma_confirmação_de_no_cadastro(String result) throws Throwable ;@Entao("^devo receber uma confirmação de \"([^\"]*)\" no cadastro$")    public void devo_receber_uma_confirmação_de_no_cadastro(String result) throws Throwable 
C:/Users/Guilherme Cavalcanti/Desktop/testeis/projects/sisbol/revisions/rev_3a745b0_86d0ba1/rev_3a745b0-86d0ba1.revisions;\sisbol-web\src\test\java\br\mil\eb\cds\sisbol\features\tipoDocumento\cadastro\CadastrarTipoDocumentoSpec.java;@Dado("^que eu possuo um Tipo de Documento de nome \"([^\"]*)\" ja criado$")    public void que_eu_possuo_um_Tipo_de_Documento_de_nome_ja_criado(String nome) throws Throwable ;@Dado("^que eu possuo um Tipo de Documento de nome \"([^\"]*)\" ja criado$")    public void que_eu_possuo_um_Tipo_de_Documento_de_nome_ja_criado(String nome) throws Throwable 
